company,job_title,company_rating,job_description,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
velan,Data Analyst,4.6,"Good Typing Skills (30 WPM), Basic Knowledge in MS-Office
Position Title: Data Analyst
Experience: 0 to 1 Year
Posted On: 20-12-2023

Roles And Responsibilities:
Perform data entry process as per project requirements
Meet deadlines consistently
Candidate Profile:
Any college degree / Diploma
Attention to details
Comfortable working independently with minimal supervision
Ability to type a minimum of 30 WPM
Experience with Microsoft Office (Microsoft Excel, Microsoft Word)
Why Should You?
Excellent working atmosphere
Salary and bonus always paid on-time
You work for a company that has continuously grown for past 17+ years
Very supportive senior management
And lots more

Walk-In Interview
Velan Info Services India Pvt. Ltd.
A1, Harsha Garden Masakalipalayam Road, Uppilipalayam Coimbatore - 641 015 INDIA",Coimbatore,"₹3,94,360",/yr (est.),201 to 500 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.4,4.1,4.3,4.3,4.4
Cargill,Data Engineer,4.1,"Job Purpose and Impact

The Data Engineer II will treat data as an asset to design, build and execute high performance and data centric solutions by using the comprehensive big data capabilities for the company's data platform environment. In this role, you will build and optimize data products to bring data and analytics products and solutions to businesses. Key Accountabilities

Collaborate with businesses and other stakeholders to participate in product or solution designs.
Develop robust, scalable and sustainable data products or solutions utilizing cloud based technologies.
Provide moderately complex technical support through all phases of product or solution life cycle.
Perform data analysis, handle data modeling and configure and develop data pipelines to move and optimize data assets.
Build moderately complex prototypes to test new concepts and provide ideas on reusable frameworks, components and data products or solutions and help promote adoption of new technologies.
Independently solve moderately complex issues with minimal supervision, while escalating more complex issues to appropriate staff.
Other duties as assigned Qualifications
Minimum Qualifications
Bachelor's degree in a related field or equivalent experience
Minimum of two years of related work experience
Other minimum qualifications may apply",Bengaluru,"₹8,11,773",/yr (est.),10000+ Employees,1865,Company - Private,Crop Production,Agriculture,Unknown / Non-Applicable,3.8,3.9,4.1,3.6,3.8
Thoucentric,NLP Data Scientist,4.1,"About us
Thoucentric is the Consulting arm of Xoriant, a prominent digital engineering services company with 5000+ employees. We are headquartered in Bangalore with presence across multiple locations in India, US, UK, Singapore & Australia Globally.

As the Consulting business of Xoriant, We help clients with Business Consulting, Program & Project Management, Digital Transformation, Product Management, Process & Technology Solutioning and Execution including Analytics & Emerging Tech areas cutting across functional areas such as Supply Chain, Finance & HR, Sales & Distribution across US, UK, Singapore and Australia. Our unique consulting framework allows us to focus on execution rather than pure advisory. We are working closely with marquee names in the global consumer & packaged goods (CPG) industry, new age tech and start-up ecosystem. Xoriant (Parent entity) started in 1990 and is a Sunnyvale, CA headquartered digital engineering firm with offices in the USA, Europe, and Asia. Xoriant is backed by ChrysCapital, a leading private equity firm. Our strengths are now combined with Xoriant’s capabilities in AI & Data, cloud, security and operations services proven for 30 years.

We have been certified as ""Great Place to Work"" by AIM and have been ranked as ""50 Best Firms for Data Scientists to Work For"".

We have an experienced consulting team of over 450+ world-class business and technology consultants based across six global locations, supporting clients through their expert insights, entrepreneurial approach and focus on delivery excellence. We have also built point solutions and products through Thoucentric labs using AI/ML in the supply chain space.

Job Description
At Thoucentric, we work on various problem statements.

The most popular ones are -
Building capabilities that address a market need, basis our ongoing research efforts
Solving a specific use case for a current or potential client based on challenges on-ground
Developing new systems that help be a better employer and a better partner to clients
All of these need the best of minds to work on them day-to-day; and we do exactly that!
Your contribution to organization development is as important as outward facing consulting.
We are invested in both, employee growth and client success!

We are seeking a skilled Deep Learning and NLP Data Scientist to join our team. The ideal candidate will be responsible for designing, developing, and implementing machine learning models and algorithms to tackle complex NLP problems.

This role involves working with large datasets, leveraging deep learning techniques, and applying NLP methodologies to extract meaningful insights. As an NLP data scientist, you will be responsible for uncovering critical insights from tons of unstructured web data.

Responsibilities:

Research, design, and develop machine learning models and algorithms for NLP tasks such as sentiment analysis, named entity recognition, language generation, etc.
Preprocess and analyse large volumes of text data to derive insights and features for model training.
Implement state-of-the-art deep learning architectures for NLP tasks and fine-tune existing models for improved performance.
Collaborate with cross-functional teams including software engineers, data engineers, and domain experts to integrate NLP solutions into products/services.
Fine-tune pre-trained language models for generative AI applications.
Apply, discover, and research techniques to optimize existing LLM training and serving, as well as improving the model quality.
Develop and deploy the LLMs for a variety of content generation tasks.
Evaluate model performance, conduct experiments, and iterate on models to enhance accuracy and efficiency.
Stay updated with the latest advancements in deep learning, NLP, LLMs and related fields to bring innovative solutions to the team.

Requirements
Strong proficiency in machine learning, deep learning, and NLP techniques with hands on experience in frameworks such as TensorFlow, PyTorch, or Keras
Proficiency in programming languages such as Python for data manipulation and model implementation. Strong working knowledge of Python's numerical, data analysis, or AI frameworks such as NumPy, Pandas, Scikit-learn, Jupyter, etc. Advanced SQL skills with SQL Server and PySpark experience.
Experience with NLP libraries like NLTK, spaCy, Transformers, etc.
Solid understanding of neural network architectures, attention mechanisms, and sequence modeling for NLP tasks.
Ability to work with large-scale datasets and apply data preprocessing techniques for NLP.
Previous work or research experience in deploying NLP models in production environments.
Experience with cloud platforms such as Azure/AWS is preferred.

Benefits
What a Consulting role at Thoucentric will offer you?
Opportunity to define your career path and not as enforced by a manager
A great consulting environment with a chance to work with Fortune 500 companies and startups alike.
A dynamic but relaxed and supportive working environment that encourages personal development.
Be part of One Extended Family. We bond beyond work - sports, get-togethers, common interests etc. Work in a very enriching environment with Open Culture, Flat Organization and Excellent Peer Group.
Be part of the exciting Growth Story of Thoucentric!

Required Skills
python
NLP
Practice Name
Data Science
Work Mode
Hybrid
Industry
Consulting
Corporate Office
Thoucentric, The Hive, Mahadevapura
Zip/Postal Code
560048
City
Bangalore North
Country
India
State/Province
Karnataka",Bengaluru,"₹8,75,186",/yr (est.),201 to 500 Employees,2015,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.8,3.5,4.5,4.1,4.0
Bharat Light & Power,Data Scientist,4.0,"Location: Bangalore
Skill Sets:
Strong learning acumen
Team Player
High sense of ownership
Ability to work in a fast-paced and deadline driven environment
Passion for technology
Highly skilled at Data Interpretation
Problem solver

Responsibilities:
Hypothesis testing, insights generation, root cause analysis, factor analysis
Statistical model (predictive & prescriptive) development using various statistical methods
Familiar with Machine learning techniques/algorithms
Test/train the model, Improve Model accuracy, Execute & Monitor model performance, prepare reports based on the results of the analysis
Data Extraction from various platforms such as SQL/Big Data Platform/Google CP, Dataset Preparation (creation of base data, aggregation, transformation), performing EDA

Qualifications:
Experience with data analysis/Modelling
Postgraduate with Engineering Background
Hands on exposure of machine learning concepts and algorithms
Must be fluent with any one of these Python, R or Java
Strong in statistical & machine learning concepts
Knowledge of Python Libraries – Scipy, Numpy, Pandas, IPython, Scikit-learn, Tensor-flow, Keras, Theano etc.
Strong Python skills for data wrangling / analysis / visualization / modeling
Experience with distributed big data processing (PySpark, Jupyter, Linux, AWS)
Deployed at least one industrial project using supervised / unsupervised machine learning",Bengaluru,"₹6,13,600",/yr (est.),51 to 200 Employees,--,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.1,3.8,4.0,3.9,3.9
Hitachi Solutions,Data Engineer,4.4,"Company Description

About Hitachi Solutions India Pvt Ltd:
Hitachi Solutions, Ltd., headquartered in Tokyo, Japan, is a core member of Information & Telecommunication Systems Company of Hitachi Group and a recognized leader in delivering proven business and IT strategies and solutions to companies across many industries. The company provides value-driven services throughout the IT life cycle from systems planning to systems integration, operation and maintenance. Hitachi Solutions delivers products and services of superior value to customers worldwide through key subsidiaries in the United States, Europe, China and India. The flagship company in the Hitachi Group's information and communication system solutions business, Hitachi Solutions also offers solutions for social innovation such as smart cities.
Our Competitive Edge
We work together in a dynamic and rewarding work environment. We have an experienced leadership team, excellent technology and product expertise, and strong relationships with a broad base of customers and partners.
We offer competitive compensation and benefits package, regular performance review, performance bonuses, and regular trainings.
What is it like working here?
We pride ourselves on being industry leaders and providing an enjoyable work environment where our people can grow personally and professionally. Hitachi is the place people can develop skills they’re excited about. The following are our commitments to employees.
We recognize our profitability and project success comes from our team—great people doing great things. As such, we pursue profitable growth and expanded opportunities for our team.
We offer challenging and diverse work across multiple industries and reward creativity and entrepreneurial innovation.
We respect, encourage, and support each individual needs to continually learn and grow personally and professionally. We are committed to fostering our people.
We listen. Every employee has something important to say that can contribute to enriching our environment.
We compensate fairly. And while employees might come for the paycheck, they stay for the people. Our people are the reason we are exceptional. This is something we never forget.

Job Description

Experience: 4-6 years
Primary Skills: Data Engineer
Job Description and Responsibilities:
Data Engineer
Senior Data Engineers are responsible for delivering high quality modern data solutions through collaboration with our team and our customers. Projects may range from short term client assessments through multiyear delivery engagements with large, blended teams.
Requirements (as much as possible, not all is mandatory)
Hands-on experience working at a high level in Architecture or Data Science or combination.
In-depth understanding of database structure principles
Distributed Data Processing of big data batch or streaming pipelines.
Construction of data science and machine learning research and production pipelines.
Pyspark, Python, AWS Glue, Hadoop(Hive), SQL
Good to have Skills AWS, Snowflake, AWS Data bricks
Data Modeling & strong analytics skills in Analytics.
Problem-solving attitude
Highly self‐motivated, self‐directed, and attentive to detail
Ability to effectively prioritize and execute tasks.
Attitude and aptitude are of high importance at Hitachi, we are a very collaborative group.
Create new data pipelines using python and pyspark and other tech
Ability to create POCs using data related tech
Should support and maintain currently built big data stack
Should be responsible to participate in customers discussions around requirement gathering and other discussions.
Should take responsibility on aspects like requirement gathering, development, building test cases, testing and deployments of ETLs.

Additional Information

We would like to see a blend of the following skills, not all of these are required, however Databricks and Spark are highly desirable:
Databricks/Spark
Python or Scala (Python preferred)
Data Modeling
Database migration from legacy systems to new solutions
Design conceptual, logical and physical data models using tools like ER Studio, Erwin
Hadoop(Hive)
AWS
Snowflake
Beware of scams
Our recruiting team may communicate with candidates via our @hitachisolutions.com domain email address and/or via our SmartRecruiters (Applicant Tracking System) notification@smartrecruiters.com domain email address regarding your application and interview requests.
All offers will originate from our @hitachisolutions.com domain email address. If you receive an offer or information from someone purporting to be an employee of Hitachi Solutions from any other domain, it may not be legitimate.",Bengaluru,"₹9,21,954",/yr (est.),1001 to 5000 Employees,2004,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),4.5,4.5,4.4,4.2,4.2
PayU,Data Scientist,3.7,"About PayU
PayU, a leading payment and Fintech company in 50+ high-growth markets throughout Asia, Central and Eastern Europe, Latin America, the Middle East and Africa, part of Prosus group, one of the largest technology investors in the world is redefining the way people buy and sell online for our 300.000+ merchants and millions of consumers.

As a leading online payment service provider, we deploy more than 400 payment methods and PCI-certified platforms to process approximately 6 million payments every single day.

Thinking of becoming a PayUneer and you are curious to know more about us? Read more about the life in PayU here

Job Description:
We are looking for a senior data scientist in the PayU Finance intelligence team who will be primarily responsible for modeling complex problems, discovering insights, and identifying opportunities through the use of statistical, algorithmic, mining, and visualization techniques. Your primary focus will be to propose innovative ways utilizing various data sources and analytics to look at the problems by applying data mining techniques, doing statistical analysis, validating your findings using an experimental and iterative approach, and building high-quality prediction systems integrated with our services. You will need strong business understanding, analytical and problem-solving skills, and programming knowledge.Responsibilities:Design experiments, test hypotheses, and build models utilizing the traditional datasets and graph data.Apply advanced statistical and predictive modeling techniques to build, maintain, and improve on multiple real-time decision systems.Identify what data is available and relevant, including internal and external data sources, leveraging new data collection processes such as geo-location or social mediaUtilize patterns and variations in the volume, speed and other characteristics of data for predictive analysis.Define the preprocessing or feature engineering to be done on a given dataset, data augmentation pipelines, trainingmodels and tuning their hyperparameters, analyzing the errors of the model and designing strategies to overcome themSelecting features, building and optimizing classifiers using machine learning techniquesExtending company’s data with third party sources of information when neededCreating automated anomaly detection systems and constant tracking of its performance

Skills and Qualifications:Bachelors in mathematics, statistics or computer science or a related field; Masters or PHD degree preferred.2+ years of relevant quantitative and qualitative research and analytics experience.Extensive knowledge of statistical techniques.Ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets.Proficiency in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimization algorithms.Proficient in deep learning (CNN, RNN, LSTM, attention models, etc.), machine learning (SVM, GLM, boosting, random forest), graph models and reinforcement learning Experience with open source tools for deep learning and machine learning technology such as Keras, tensorflow, pytorch, scikit-learn, pandas, etc.Strong programming skills (Hadoop MapReduce or other big data frameworks, Java, Python), statistical modeling (R, Python, SAS), query languages such as SQL, Hive, PigFamiliarity with basic principles of distributed computing and distributed databases.Demonstrable ability to quickly understand new concepts - all the way down to the theorems - and to come out with original solutions to mathematical issues.Tracks and manages changes in a model and related development scripts (Version Control). Maintain changes and modifications over time.Should have experience in all aspects of data science life cycle - Manage, Develop, Deploy, Monitor, track modelsUnderstanding of Cloud Platforms (AWS) and ability to use them for developing, training and testing models

About us
At PayU, we are a global fintech investor and our vision is to build a world without financial borders where everyone can prosper. We give people in high-growth markets the financial services and products they need to thrive. Our expertise in 18 high-growth markets enables us to extend the reach of financial services. This drives everything we do, from investing in technology entrepreneurs, to offering credit to underserved individuals, to helping merchants buy, sell and operate online. Being part of Prosus, one of the largest technology investors in the world, gives us the presence and expertise to make a real impact. Find out more www.payu.com

Our Commitment To Building A Diverse And Inclusive Workforce
As a global and multi-cultural organization with varied ethnicities thriving across locations, we realize that our responsibility towards fulfilling the D&I commitment is huge. Therefore, we continuously strive to create a diverse, inclusive and safe environment, for all of our people, communities and customers. Our leaders are committed to create an inclusive work culture which enables transparency, flexibility and unbiased attention to each and every PayUneer so they can succeed, irrespective of gender, color or personal faith. An environment where every person feels they belong, that they are listened to, and where they are empowered to speak up. At PayU we have zero tolerance towards any form of prejudice whether a specific race, ethnicity, or of persons with disabilities or the LGBTQ communities.",Bengaluru,"₹6,06,842",/yr (est.),1001 to 5000 Employees,2002,Company - Private,Internet & Web Services,Information Technology,$10+ billion (USD),3.6,3.6,3.6,3.4,3.6
Schneider Electric,Data Engineer,4.2,"Main Missions

Extraction of data from Business Intelligence tools or source systems and create presentation style outputs
Capture and document business requirements and can translate these needs into functional specifications and manage project
Fulfill ad-hoc data request from Channel Sales and Marketing business owners
Prepare, consolidate, and/or analyze weekly/monthly reporting packages derived from multiple data sources in support of organizational goals and strategy
Use ETL tool Alteryx to process data from various data silos
Build and maintain strong relationships with customers
Conduct prompted and unprompted analyses in support of our sales & marketing programs to triage current issues and/or uncover new opportunities
Develop new reporting and enhance current reports to keep them in line with changing business needs and requests of business partners
Create time efficient processes for all analysis and reporting through process automation

The ideal candidate will have:

Bachelor Degree in Information Systems, IT or Analytics related area of study
Experience with Alteryx or any other ETL Tool, Tableau
Proficient in MS Access, Excel, PowerPoint
Knowledge of SQL, Relational database design, data integration practices
Highly organized
Experience with project management is a plus
Experience with data visualization tools such as Tableau
Excellent Written, Verbal and Data presentation skills
Proven ability to interface with internal customers and assess partner needs
Qualifications

Graduate/MBA
Primary Location: IN-Karnataka-Bangalore
Schedule: Full-time
Unposting Date: Ongoing",Bengaluru,"₹7,79,846",/yr (est.),10000+ Employees,1836,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),4.1,3.8,4.2,3.8,4.0
Educate Girls,Data Analyst,3.8,"changing operational and environmental requirements. Such changes will be incorporated in the job description on annual basis
Data Analyst – Project Management Unit
Position Location: Jaipur, Rajasthan
Established in 2007, Educate Girls' (EG) is a non-profit that focuses on mobilizing communities for
girls' education in India's rural and educationally backward areas. Strongly aligned with the 'Right to
Education Act' or the 'Samagra Siksha', Educate Girls is committed to the Government's vision to
improve access to primary education for children, especially young girls. Educate Girls (EG) currently
operates successfully in over 20,000+ villages in Rajasthan, Madhya Pradesh and Uttar Pradesh with a
strength of 2200+ employees & amp; 13000+ volunteers (Team Balika). By leveraging the
Government’s existing investment in schools and by engaging with a huge base of community
volunteers, Educate Girls helps to identify,enrol and retain out-of-school girls and to improve
foundational skills in literacy and numeracy for all children (both girls and boys). This helps deliver
measurable results to a large number of children and avoids parallel delivery of services.

Our Values
Gender Equality Being able to treat people equally irrespective of gender
Integrity Possess the ability to “know and do” what is right
Excellence Being outstanding or extremely good, striving to lead by performance
excellence
Collaboration
Working effectively and inclusively with a range of people both within and
outside of the organization
Empathy
Being able to understand and share the feelings of another and use that
understanding to guide our actions

Our Competencies
Strategic Thinking – Think big
yet act focused
Taking Ownership – Feel
responsible & accountable
Analytical Thinking – Stay true
to your data
Developing Talent – Growing and taking people
together
Ensuring Alignment – Think differently but work
together



We are currently establishing a Project Management Unit in collaboration with the Department of
Education, Government of Rajasthan. A dedicated project team will be tasked with assisting the
Department of Education in devising and executing strategies aimed at enhancing the quality of
education, implementing open schooling initiatives, and providing technical support.








This document reflects the job content at the time of designing the job description and will be subject to periodic change in the light of
changing operational and environmental requirements. Such changes will be incorporated in the job description on annual basis

Position Overview:
The Data Analyst is expected to Monitoring, Analyzing data collected from Google forms &
various other mediums that help EG & Department of education to maximise its impact. This
role will be instrumental in understanding the trends and developing monitoring and evaluation
tools.
Position Key Responsibilities:
Monitoring, Analyzing data collected from Google forms & various other
mediums for Dept. of Education.
Understanding and Analysis UDise data
Interpret data, analysing results and trends, using statistical techniques where
appropriate
Generate high quality formal analytical reports on key program delivery outcomes
such as Enrolment, Retention and Learning, as per defined calendar
Conduct periodic data quality assessments through pattern and outlier analysis
Develop dashboards as per requirements
Analyse the data for inaccuracies and outliers and highlight possible risks in
reporting that data
Build efficient and well documented methods for easy, repeatable extraction
Provide training to the users in case of any new development/update of the
technological solutions


Desired Incumbent Profile:
Preferred Education Background:
Bachelor’s Degree in a relevant data science field or a related field of study.


Preferred Work Experience:
Minimum 3 years of relevant work experience data analytics/data visualization/ data
management
Basic to intermediate level of SQL programming experience and demonstrated ability to
design and analyze data in relational databases. Experience with PostgreSQL desirable.
At least 1-2 years’ experience in data manipulation/cleaning using basic to intermediate
Python and/or R.











This document reflects the job content at the time of designing the job description and will be subject to periodic change in the light of
changing operational and environmental requirements. Such changes will be incorporated in the job description on annual basis
Preferred Skill Set:
Demonstrated analytical and assessment skills of quantitative and qualitative data.
Excellent oral and written presentation skills.
Intermediate to advanced proficiency in Excel required, especially in visualization.
Basic to intermediate skills in SQL and R / Python.
Strong skills in data analysis and reporting.
Strong skills in Microsoft Office tools such as Word, Excel, and PowerPoint. Visio
knowledge desirable.
Knowledge of statistical analysis software (such as SAS, SPSS, Tableau) and experience
with Tableau software would be a bonus.
Demonstrated experience in dashboard design & development. Experience with Google
Data Studio desirable.

""Educate Girls is committed to achieving 50/50 gender balance in its staff. Female candidates are strongly
encouraged to apply for this position.""",Jaipur,"₹9,00,000",/yr (est.),1001 to 5000 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.4,3.6,3.5,3.2,3.5
Clairvoyant,Python Data Engineer,4.0,"About Clairvoyant

Clairvoyant is a global technology consulting and services company founded in 2012, headquartered in Chandler, US, and has delivery centers across the globe. We help organizations maximize the value of data by providing data engineering, analytics, machine learning, and user experience consulting and development projects to multiple Fortune 500 clients. Clairvoyant clients rely on its deep vertical knowledge and best-in-class services to drive revenue growth, boost operational efficiencies, and manage risk and compliance. Our team of experts with direct industry experience in data engineering, analytics, machine learning, and user experience has your back every step of the way.

Our Values: Passion, Continuous Learning, Adaptability, Teamwork, Customer Centricity, Reliability

Position - Python Data Engineer
Location - Pune, Gurgaon, Hybrid
Experience - 5 to 8 Years of experience as a Python Developer or System Analyst

Job Description:

Ability to set up and manipulate Python data structures like List, strings, dictionaries, tuples
Strong expertise in pandas and numpy.
Familiar with data exploration, visualization, and comparing metrics of large CSV and parquet files including partitioned parquet files.
Strong skills in join, merge, pivot table, grouping, and window functions in Python or SQL.
Versioning tools: Git, git push, git clone.

Value Adds:

Good experience with object-oriented programming patterns, multithreading, and multiprocessing.
Good experience to build REST APIs.
API Security: API Key Validation, Authorization, Authentication, and Identity

Good to have skills:

Developing Spark applications using Python.
Familiar with Apache Spark i.e., Spark SQL, Spark Streaming, Data frames, RDD, PY Spark”

Responsibilities:

Analyzing requirements and designing new functionality.
Design, build, and maintain efficient, reusable, and reliable code.
Ensure the best possible performance, quality, and responsiveness of applications.
Identify bottlenecks and bugs, and devise solutions to mitigate and address these issues.
Help maintain code quality, organization, and automatization.
Keep clear documentation of the database setup and architecture

Education -
Minimum of 15 years of formal education – BE/BTech or Graduate / Postgraduate in Computer Science / Information Technology

You are important to us, let’s stay connected!
Every individual comes with a different set of skills and qualities so even if you don’t tick all the boxes for the role today, we urge you to apply as there might be a suitable/unique role for you tomorrow!",Pune,"₹6,83,831",/yr (est.),501 to 1000 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.7,4.0,3.8,3.8
Beinex,Trainee in Data Science,3.9,"Highlights
Experience
Freshers
Joining Date
Immediate
Qualification
Preferably a bachelor’s degree or a master's degree in Engineering, Statistics or Mathematics.
Job Description
A spectacular opportunity awaits those who are passionate about Data Science. We are looking for graduates, to be given training in both the domains mentioned. This will be followed by absorption if you are able to prove your competency over the duration of training. You may be a graduate in Engineering, Mathematics or Statistics. It will be a remote and online training program conducted directly from Kochi, India. Remember, all you need to prove is you are worthy of the role over the 3-month duration by showcasing your attitude, talent, skills, and EQ. The hands-on training program is completely free. You will start receiving the best-in-class salary after the training is done with and you are absorbed; by that time, you would have proven your mettle and suitability to our complete satisfaction. Please note that no payment will be provided over the training period to the candidates selected. We will impart you the requisite knowledge and exposure to an awesome work culture that will kickstart your career once and for ever. Candidates who complete the training to our satisfaction will be provided with a certificate of completion.
Responsibilities
Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Interpreting data, analysing results using statistical techniques
Identify, analyse, and interpret trends or patterns in complex data sets
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Work with the team to prioritize business and information needs
Acquiring data from primary or secondary data sources and maintaining databases
Key Skills Requirements
Analytical Skills: Business analysts work with large amounts of data: facts, figures, and number crunching. You will need to see through the data and analyse it to find conclusions
Communication Skills: Business analysts are often called to present their findings, or translate the data into an understandable document. You will need to write and speak clearly, easily communicating complex ideas
Critical Thinking: Business analysts must look at the numbers, trends, and data and come to new conclusions based on the findings
Attention to Detail: Data is precise, analysts have to make sure they are vigilant in their analysis to come to correct conclusions
Math Skills: Data analysts need math skills to estimate numerical data.
Adeptat queries, report writing and presenting findings
Conscious listening and storytelling skills
Ability to collaborate effectively and work as part of a team
Knowledge of statistics and experience using statistical packages for analysing datasets (R, SPSS, SAS & Python) and visualization tools (Tableau, Power BI) is an added advantage.

Perks: Careers at Beinex
Comprehensive Health Plans
Learning and development
Workation and outdoor training
Hybrid working environment
On-site travel Opportunity
Beinex Branded Merchandise",Cochin,"₹2,80,977",/yr (est.),201 to 500 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.6,3.9,3.9,3.5
HDFC Bank,Retail Credit-Data Entry Operator-BL - Jaipur,3.6,"Department
Retail Credit-Business Loan
Job posted on
Jan 04, 2024
Employee Type
Permanent-Sales Vertical
Experience range (Years)
1 year - 2 years
Group Company: HDFC Bank Limited
Designation: Retail Credit-Data Entry Operator-BL (233_1051_100171)

Office Location: Golden Times - Vidhyadharnagar Jaipur (Branch)
Position description:
Retail Credit-Data Entry Operator-BL

Primary Responsibilities:
This role is a part of CCPA Site Delivery Team.
The incumbent will be responsible for processing customer data into computer system.
The role is pivotal in transforming CCPA into a Best-in-Class processing unit.
Additional Responsibilities:
Process customer information data by inputting text-based information and numerical values from source documents within the defined time limits.
Processing of complex products that have high Time & motion.
Review data for deficiencies or errors, correct any incomplete information and check for the output
Verify if the information provided by the business team is sufficient and accurate according to the policy of the product and obtain any further information for incomplete documents.
Storing the information about completed work in designated locations and format to analyze the processed information.
Dealing with sensitive & private information of numerous customers securely and with confidentiality.
Following security and regulation policies of the organization and operating within the provided guidelines.
: Process the information within defined time by maintain quality parameters and coordinating with support teams to meet service level agreements.
Educational qualifications preferred
Category: Bachelor's Degree
Academic score: Pass
Required work experience
Role: Data entry operator
Years of experience: 1 to 2
Required Competencies:

Required Knowledge:
1.Typing Speed with accuracy
2.MS Excel
3.Domain Knowledge of Banking/Mortgage
4.Customer service
Required Skills:
1.Customer service

2.Honesty
3.Social intelligence
4.Team Spirit
5.Organizational skills
6.Accuracy

Specific requirements
Travel: No",Jaipur,"₹1,09,408",/yr (est.),10000+ Employees,1995,Company - Public,Banking & Lending,Finance,$10+ billion (USD),3.6,3.3,3.2,3.1,2.7
Moonpreneur,Data Research Associate,4.6,"Location: Gurgaon
Employment: India
Salary: Negotiable
About Company
Moonpreneur is an ed-tech start-up imparting tech entrepreneurship to children between 8-15. With a focus on STEAM and future-oriented streams, Moonpreneur aims at empowering young innovators with knowledge and means to excel in their chosen area of interest. Our program helps children explore future academic choices and careers and build impressive resumes by nurturing their interests and skills through our patent-pending, 4-stage program. Our guided, project-based learning and product development experience paves the way for all their future endeavors.
We are driven by the idea that the best work is born from diligence, creativity, and fun. We are a family of professionals working collectively to create phenomenal learning solutions that resonate with the creativity and intellectualism in kids.
About Position:
We are looking for a highly motivated and dynamic professional to assist in day to day marketing operations, doing market research, coordinating with different teams and helping with the creation and distribution of marketing material.
Following responsibilities include (but are not limited to)
Make sure that marketing data sheets are up to date and all customer data is getting into the CRM properly
Assisting the booth team to get the marketing material by collaborating with designers, video editors, content writers etc
Assisting SEO, Social Media, Affiliate Marketing team to find the relevant data & market research
Managing external vendors and their payments
Helping develop reports and analysis
Performs other related duties as assigned
Desired Skills and Experience:
Minimum 1 years of experience in the similar role
Bachelor’s degree in science/technology or higher education.
Good communication, interpersonal, and leadership skills.
Organized with an ability to multitask, prioritize and work to tight deadlines
Good hands-on experience on Excel, Powerpoint, and data research
Apply for this job
To apply, please send your resume and a cover letter to careers@moonpreneur.com (preferably in pdf format)",Gurgaon,"₹4,06,202",/yr (est.),51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,4.5
Dexcel Electronics Designs,Data Analytics,4.4,"Skills
1.Mandatory: Technical expertise regarding data models, database design development, data mining
2.Mandatory: Strong knowledge in programming including Object Oriented Programming. 3.The main programming languages in the project is Python
4.Mandatory: Clear communication skills, team player attitude, acts in a self-responsible way.
5.Mandatory: Strong knowledge and experience in Excel, PL/SQL, ETL
6.Highly Desired: Technical knowledge of Tableau Products and versions including Tableau Server, Tableau Public, Tableau Online, Tableau Desktop, and so on
7.Highly Desired: Strong knowledge on Big Data Technologies: Hadoop, Hive, Spark, and Zeppelin
8.Desired: Define access controls and implement security measures whenever required 9.Desired: Experience in Working in Agile Scrum teams
Job Type: Full-time
Salary: ₹283,155.95 - ₹1,477,511.45 per year
Schedule:
Day shift
Experience:
total work: 1 year (Preferred)
Ability to Commute:
Bengaluru Urban, Karnataka (Preferred)
Ability to Relocate:
Bengaluru Urban, Karnataka: Relocate before starting work (Preferred)",Bengaluru,"₹7,45,359",/yr (est.),51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.3,4.2,4.3,4.2,4.3
