company,job_title,company_rating,job_description,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
MathCo,Senior Associate - Data Science,3.5,"Educational Qualifications
A bachelor’s degree in engineering, statistics, mathematics, computer science or another technical field.
For those with a bachelor’s degree in non-technical fields, relevant prior work experience, technical aptitude, and coursework in data science from institutions of repute will be important.",Bengaluru,876519.0,/yr (est.),1001 to 5000 Employees,2016,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.6,3.4,3.6,3.2,2.9
ADCI - Haryana,"Data Associate I (Italian), ML Data Ops",3.7,"Graduate or equivalent
Proficient in Italian language. Candidate must demonstrate language proficiency in all the following: verbal, writing, reading and comprehension. Required language level: B2.2/BA/Advanced Diploma
Good English language proficiency: verbal, writing, reading and comprehension
Strong analytical and communication skills
Passion for delivering a positive customer experience, and maintain composure in difficult situations
Ability to effectively and efficiently complete challenging goals or assignments within defined SLA
Whenever a customer visits Amazon and types in a query or browses through product categories, Amazon Search services go to work. Our Human Labeled Data (HLD) organization helps Search services in providing a better customer search experience by delivering quality data annotation to help improve AI/ML models driving these services.

Our vision is to create business value by delivering high quality data at scale. We look to provide easy and scalable labeling solution to support search that are high quality, cost efficient, and secure. Our vision is to enable improvement in the search experience for our customers, by accurately determining labels for products targeted by the search queries received. We collaborate closely with several machine learning (ML) applied science teams that develop and test ML models to improve the quality of semantic matching, ranking, computer vision, image processing, and augmented reality.

We are looking for highly motivated and talented candidates who will provide and/or review high quality data annotation for variety of workflows. The ideal candidate must demonstrate strong analytical & communication skills, attention to details, and a commitment to excellence.

Key job responsibilities
As a Data Associate I, ML, you will be responsible for providing timely and quality data annotation for a variety of workflows. The tasks therefore will be repetitive in nature and will require the candidate to make quick decisions keeping in mind the provided guidelines. Your key responsibilities will include (but not limited to) the below:
Meets business metrics and goals, i.e., SLA, production, and quality targets
Works with minimal direction
Maintains records of day- to-day work by updating trackers or workflow tools as necessary
Follows SOP/guidelines or manager's instructions and ensures output is quality compliant
Contributes to project improvement and operational excellence ideas, as applicable
Responsible for giving timely responses to stakeholders on related tasks with guidance, i.e., as per SOP and defined SLA
Proactively raises issues /alarms that may have an impact on core deliverables or operations to manager or stakeholders
Analyzes data and evaluate trends/ patterns and recommend generic pattern to be translated into rules
Willingness to work with sensitive issues, including but not limited to: Adult content, Religious and philosophically sensitive issues, tobacco, weapons and other potentially offensive products
Troubleshooting issues related to process and conduct root cause analysis if required
Familiarity with online retail (e-commerce)
We are open to hiring candidates to work out of one of the following locations:

Gurugram, HR, IND

Basic level of Excel knowledge
Familiarity with online retail (e-commerce industry)",Gurgaon,314223.0,/yr (est.),10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.7,3.8,3.6,3.3,3.2
7N,Data & Analytics,3.9,"Must have
Oracle Database- performance tuning - SQL/PLSQL- expert level.
Unix, linux -redhat or any other OS - more than average level.
Good to have
Documentation like for GxP Validation activities, requirement spec creation etc .
AWS cloud - IAAS services (cloudformation,EC2,VPC, EFS etc).
Azure devops- CI/CD pipelines creation etc.
R Administration and programming a plus.
About 7N
Founded in Copenhagen, 7N currently manages more than 2000+ specialized consultants within a wide range of industries and leading companies in Denmark, Norway, Sweden, Finland, Switzerland, Italy, Poland, India and USA. 7Ns global reach brings with it increasing opportunities for both companies and consultants.
For over 30 years of operation we have proven that a clear and transparent financial model, collaboration exclusively with experts in their respective fields, and taking good care of them.",Remote,539530.5,/yr (est.),1001 to 5000 Employees,1965,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.4,3.8,4.3,3.8,4.5
News Corp,Data Analyst,3.6,"Job Description :
Job Title: Analytics Engineer
Job Location: Bengaluru, Karnataka
Work Arrangement: Hybrid (3 days per week in office)
Key Responsibilities:
Collaborate with cross-functional teams to understand data requirements and objectives.
Extract, transform, and load (ETL) data from various sources into the Google Cloud Platform environment.
Develop and optimize SQL queries for data retrieval and analysis.
Create and maintain dashboards using Looker Studio / Data Studio for reporting and visualization of key metrics.
Perform exploratory data analysis to identify trends, patterns, and anomalies.
Assist in the development of data-driven solutions and recommendations for business improvements.
Conduct data quality checks and ensure data integrity throughout the entire data lifecycle.
Implement workflow orchestration (preferably Airflow) to automate data pipelines and enhance operational efficiency.
Support the integration and transformation of data from various sources into a centralized data warehouse.
Qualifications:
2+ years of experience in SQL for data manipulation and analysis.
Familiarity with operating in the Google Cloud Platform environment.
Proficient in creating and maintaining reports and dashboards using Looker Studio / Data Studio.
Strong analytical and problem-solving skills.
Excellent communication and teamwork abilities.
Detail-oriented with a focus on data accuracy and quality.
Preferred Qualifications:
Familiarity with other data visualization tools (e.g., Tableau, Power BI).
Basic programming skills (e.g., Python) for data preprocessing and automation.
Knowledge of statistical analysis and modeling techniques.
This job is posted with NTS Technology Services Pvt. Ltd.
Job Category:
News Corp is a global, diversified media and information services company focused on creating and distributing authoritative and engaging content to consumers throughout the world. The company comprises businesses across a range of media, including: news and information services, book publishing, digital real estate services, cable network programming in Australia, and pay-tv distribution in Australia.
Headquartered in New York, the activities of News Corp are conducted primarily in the United States, Australia, and the United Kingdom.",Bengaluru,522206.0,/yr (est.),10000+ Employees,2013,Company - Public,Publishing,Media & Communication,$5 to $10 billion (USD),3.5,3.4,3.3,3.2,3.5
Kmart,Associate Data Engineer,3.4,"Brighter futures start here
Anko is the global capability centre for Kmart Group Australia, fuelling growth aspirations of iconic Australian retail brands Kmart, Target and Anko. Based in Bangalore, India, we strive to accelerate retail innovation by building competitive capabilities in Technology, Data Sciences and Business Services that enable our brands to deliver delightful experiences to our in-store and online customers
Join our team, choose your own path and work on projects that excite you.

The Data & Analytics team exists to drive competitive advantage through best-in-class data, analytics, and insights for the Kmart group. This team comprises of 75 members globally – bulk of them based out of India. The team in India was set up in July 2019 with 10 members and has grown considerably over the last 2 years. Our teams are embedded within each business function and work on strategic projects such as customer engagement, supply chain transformation, product quality etc across the Kmart group. We are paving the way to bringing in a data culture in the wider organization and we get to see this impact in the form of improved sales, cost savings and customer satisfaction. Everyday is a new learning. We use the latest cloud platform tools, data engineering practices and data science methods to achieve our goals.
What you’ll be doing
Design, develop, and maintain robust, scalable, and sustainable data product and build & optimizing data pipeline and infrastructure. Excellent problem-solving and communication skills
Identify and implement data quality monitoring and validation processes to ensure data integrity.
Troubleshoot and debug data-related issues.
Develop and maintain documentation for data systems and processes
Technical Skills
Python, Java or Scala
SQL- Snowflake or other cloud data warehouse
AWS-s3,IAM,EC2,EKS,Lambda,Cloudformation
Basic of Docker, Kubernetes, Jenkin, and airflow

Traits/ Abilites

Troubleshoot and resolve data-related issues, performance bottlenecks, and scalability challenges.
Solid understanding of DevOps principles and experience with infrastructure automation using tools like Terraform or CloudFormation.
Excellent problem-solving, communication, and collaboration skills. Hands-on experience with cloud platforms, such as AWS or Azure, and related services (e.g., EC2, S3, Snowflake, Data Lake, etc.).
Understandings of data warehousing concepts and best practices Work closely with stakeholders to understand business requirements and translate them into data solution designs.
Strong understanding of data architecture principles, data modeling techniques, and data integration patterns.
Minimum 1 Year of experience in advanced SQL, ETL tools, Python coding
A place you can belong
We celebrate the rich diversity of the communities in which we operate and are committed to creating inclusive and safe environments where all our team members can contribute and succeed. We believe that all team members should feel valued, respected, and safe irrespective of your gender, ethnicity, indigeneity, religious beliefs, education, age, disability, family responsibilities, sexual orientation and gender identity and we encourage applications from all candidates.",India,539530.5,/yr (est.),10000+ Employees,1899,Subsidiary or Business Segment,General Merchandise & Superstores,Retail & Wholesale,$5 to $10 billion (USD),3.0,2.9,3.2,3.0,3.3
"SmarTek21, LLC",Data Engineer,3.6,"Who We Are:
Transforming businesses, driving success: SmarTek21
SmarTek21 is an IT services company founded in 2006 with a vision to empower organizations to excel in a data-driven world. Our team of technology and business experts understood that data had become a strategic asset that could drive business strategy and improve customer engagement. We started off by providing consulting and development services in Microsoft technologies, but as the world evolved, so did we. Today, we offer a wide range of services that include Agile Dev/Ops, Data Engineering & Analytics, Testing Automation & Support, and Managed Application and Infrastructure Services. These services are designed to help organizations transform into digital enterprises that can thrive in a data-driven world. We specialize in integrating technologies from various disciplines into holistic solutions, making digital transformations seamless for our clients.
4+ Years of development in data engineering, such as Python, SQL, Java, or Scala.
Experience with data processing frameworks like Apache Spark, Apache Hadoop
Experience in relational and non-relational databases, such as MySQL, PostgreSQL, MongoDB, or Cassandra.
Familiarity with ETL tools and frameworks like Apache Airflow, Informatica, or Talend.
Understanding of data quality assessment techniques and familiarity with data governance practices.
Great problem solving skills and outstanding drive for results
Commitment to collaboration and teamwork and ability to deliver via influence
Self-starter, who proactively identifies problems and drives for resolution
Experience with containers and Kubernetes
Experience in Agile Methodlogy
Responsibilities
Processing, cleansing, and validating the integrity of data to be used for analysis
Analyzing large amounts of information to find patterns and solutions
Developing and maintaining data warehouses or data lakes to store and organize large volumes of structured and unstructured data.
Ensuring compliance with data governance policies, data privacy regulations, and best practices for data management and security.
Developing prediction systems and machine learning algorithms
Mentor Junior Engineers
Understand requirements and participate in developing quality code.
Familiarity with leveraging and modifying open source libraries to build custom frameworks.
Desired Candidate profile
Should have 4+ years as total experience.
Experience in software development and full product life cycle.
Excellent programming skills in any object-oriented programming languages.
Strong knowledge of data structures, algorithms, and designing for performance, scalability, and availability.
Excellent verbal and written communication and presentation skills.
Proficiency in SQL and data modelling.
Primary Technical Skills: Java, Scala, Spark, Python
Secondary Technical Skills: Any Big Data Technologies
SmarTek21 is an Equal Opportunity Employer and does not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity and/or expression, status as a veteran, and basis of disability or any other federal, state, or local protected class.",Remote,539530.5,/yr (est.),501 to 1000 Employees,2006,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD),3.2,3.3,3.1,3.0,3.4
Zappian,Data Analyst,4.0,"About The Opportunity-

A data analyst is responsible for organizing data related to sales numbers, market research, and behavior, The person utilizes technical expertise to ensure data is accurate and high-quality. Data is then analyzed, designed, and presented in a way that assists individuals, businesses, and organizations make better decisions.

Roles and Responsibilities-
Using automated tools to extract data from primary and secondary sources
Removing corrupted data and related problems (cleaning, filtering, transformation of data)
Maintaining databases, and data systems – reorganizing data in a readable format
Performing analysis to assess the quality and meaning of data
Filter Data by reviewing reports and performance indicators to identify the problems.
Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction
Preparing reports for the management stating trends, patterns, and predictions using relevant data
Working with Tech team, and business team to identify process improvement opportunities, and propose system modifications.
Preparing final analysis reports for the business team to understand the data-analysis steps, enabling them to take important decisions based on various facts and trends.

Required Skills-
Cleansing and preparing data
Analyzing and exploring data
Expertise in statistics
Analyzing and visualizing data
Reports and dashboards
Communication and writing
Expertise in the domain
Solution-oriented

Tools Knowledge Required-
SQL
Advanced Excel
Python/R
Tableau /Microsoft Power BI

Experience-

1-2 years of experience in the Data management field.",Bhopal,608360.0,/yr (est.),Unknown,1995,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.3,2.9,3.9,3.3,3.3
BigShyft,Data Engineer,3.9,"LimeRoad
Soonicorn
Gurugram/ Gurgaon
3-6 yrsExperience
20L - 40LSalary
Acquired
Start-up
201-500 employees

Job Description
What You'll do:
Deliver high-quality and working production code.
Solve difficult problems with elegant and practical code.
Should be able to read and understand code in Java, python , ruby.
Take ownership of scaling and Infrastructure for Data Engineering.
What makes you a great fit:
Bachelor Degree in Computer Science or related field.
2+ year relevant work experience in software development.
Computer Science fundamentals in object-oriented design, data structures, algorithm problem solving, and complexity analysis.
Proficiency in Java/Scala.
Previous experience in handling distributed data with be helpful.
Additional benefits
5 day work week
Option to 'work from home'
Flexible work hours
About LimeRoad
Limeroad is an online social shopping marketplace for women fashion products. It allows users to create and share fashion looks, which are an aggregation of products sold through Limeroad. It has an affiliate model in place wherein the creator of the look earns money for generating the lead.
Company Type
Start-up

http://limeroad.com
Company Size
201-500 employees
Headquarters
Gurgaon, Haryana, India",Gurgaon,3000000.0,/yr (est.),1 to 50 Employees,2018,Company - Private,HR Consulting,Human Resources & Staffing,Less than $1 million (USD),3.7,3.8,3.5,3.3,3.1
IBM,Data Scientist: Artificial Intelligence,4.2,"Introduction
In this role, you'll work in our IBM Client Innovation Center (CIC), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. These centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology

As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analysing information, communicating outcomes and collaborating on product development. Work with Best-in-Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities
Work with broader team to build, analyze and improve the AI solutions.
You will also work with our software developers in consuming different enterprise applications.

Required Technical and Professional Expertise
Azure Data scientist with Knowledge on Marketing Mix Modelling along with databricks and datafactory
Design and implementing data models that help in identifying patterns and trends.
Collaboration Work with data engineers to optimize and maintain data pipelines.
Perform quantitative analyses that translate data into actionable insights and provide analytical, data-driven decision-making. Identify and recommend process improvements to enhance the efficiency of the data platform. Develop and maintain data models, algorithms, and statistical models.


Preferred Technical and Professional Expertise
Experience with conversation analytics
Experience with cloud technologies
Experience with data exploration tools such as Tableu

About Business UnitIBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.
This job requires you to be fully COVID-19 vaccinated prior to your start date and proof of vaccination status will be required before your start date. During the Onboarding process you will be asked to confirm your vaccination status, in case you are unable to get vaccinated for any reason, you can let us know at that stage. Please let us know if you are unable to be vaccinated due to medical or religious reasons. IBM will consider such requests on a case by case basis subject to submission of required proof by the candidate before a stipulated date.
Your Life @ IBMIn a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.
Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.
Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.
Are you ready to be an IBMer?

About IBMIBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location StatementWhen applying to jobs of your interest, we recommend that you do so for those that match your experience and expertise. Our recruiters advise that you apply to not more than 3 roles in a year for the best candidate experience.

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",Bengaluru,747669.0,/yr (est.),10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),4.1,3.6,4.2,3.8,4.2
RamSoft,Data Engineer,3.4,"About Us

RamSoft is a global leader in Web based Radiology Solutions. With over 25 years of innovation in web radiology, we have provided several award-winning solutions to healthcare providers around the world. With state-of-art software and services, we are uniquely positioned to help Hospitals, Clinics and Physicians to deliver effective patient care. Our engineers continue to innovate using new technologies to help save patients.

RamSoft, is headquartered in Toronto, Canada. We are also present in USA, India, South Africa and Vietnam. RamSoft India's office is located in Bangalore.

Who are we looking for?

Our ideal candidate is deeply passionate about data and knowledgeable of the different tools, technologies and techniques used to create a real-time analytics platform enabling faster, empowered care for patients.

What will you do?
Design, develop, and maintain data architecture, infrastructure, and tools to support efficient and effective data processing and analysis
Manage and process large volumes of data, ensuring data quality, integrity, and security.
Implement data pipelines for data ingestion, storage, processing, and analytics using various technologies and tools such as SQL, NoSQL databases, data warehouses, ETL/ELT tools, and big data frameworks.
Monitor and optimize the performance of our data pipelines, ensuring our data is secure, reliable and accurate
Stay up-to-date with emerging technologies and best practices in data engineering, and proactively propose and implement improvements to existing data processes and systems.
Collaborate with Product Management, Data Scientists, and other stakeholders to understand their data requirements and design scalable, high-performance solutions that meet those requirements

What will you bring to RamSoft?
Expertise in data warehousing and data modeling
Experience with distributed systems and cloud computing platforms
Ability to design and implement scalable, fault-tolerant real-time data pipelines
Knowledge of machine learning and statistical modeling techniques
Thriving in a fast-paced, quickly evolving, tech start-up environment
Contributing to a collaborative, dynamic, and diverse team

You will REALLY stand out if you also have following:
Experience with real time ingestion technologies
Experience optimizing a MPP or similar data warehouse for performance
Experience with data quality monitoring and anomaly detection
Experience with data visualization and dashboarding tools such as PowerBI, Tableau, or Grafana",Bengaluru,857763.0,/yr (est.),51 to 200 Employees,1994,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,3.1,3.6,3.2,3.1,3.7
PharmaACE,Data Engineer,3.3,"Job Category: Technology
Job Location: Pune, India
No. Of Positions: 2
Job Type: Full Time
Responsibilities:
Acquiring datasets that align with business needs.
Developing algorithms to transform data into useful, actionable information using SQL and
ETL pipelines and stored procedures.
Building, testing, and maintaining database pipeline architectures.
Performing root cause analysis on internal and external data and processes to answer
specific business questions and identify opportunities for improvement.
Manipulating, processing, and extracting value from large, disconnected datasets.
Supporting and working with cross-functional teams in a dynamic environment.
Prerequisites:
Any graduates (BE/BTech/MTech/MCA from a reputed institute would be preferred).
Strong analytical and problem-solving skills with the ability to question facts.
Knowledge on Python and SQL.
Working with relational databases, query authoring (SQL), and working familiarity with
various databases
Experience:
Any project related experience in the above mentioned technologies.",Pune,418911.0,/yr (est.),201 to 500 Employees,2013,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$25 to $50 million (USD),3.8,3.2,3.2,3.2,2.7
Creditas Solutions,Data Analyst,3.5,"About the Company
Creditas is an innovative FinTech Organisation that uses Machine learning and Technology to serve a
simple mission- help Financial Institutions find better ways to reach and interact with their
customers. Over 4 years, we’ve grown to become a leading provider of Customer Engagement
Solutions to the top Financial Institutions in India.
Job Title
Data Analyst
Job Description
Our growing technology firm is looking for an experienced Data Analyst who is able to turn project
requirements into custom-formatted data reports. The ideal candidate for this position is able to do
complete life cycle data generation and outline critical information for each Project Manager. We
also need someone who is able to analyze business procedures and recommend specific types of
data that can be used to improve upon them.
Key Roles & Responsibilities 
Use statistical methods to analyze data and generate useful business reports 
Work with management team to create a prioritized list of needs for each business segment 
Identify and recommend new ways to save money by streamlining business processes 
Use data to create models that depict trends in the customer base and the consumer
population as a whole 
Work with Project managers to outline the specific data needs for each business method
analysis project
Requirements 
Bachelor’s Degree in Mathematics or Engineering 
1+ years in a data analyst role 
Knowledge of data analytics tools such as Power BI, R-Programming, Knime. 
Ability to collaborate effectively and work as part of a team 
Strong attention to detail",Gurgaon,747390.0,/yr (est.),51 to 200 Employees,2015,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,3.8,3.5,3.4,3.6,3.4
Discover Dollar,Data Science Intern,4.8,"DATA SCIENCE INTERNSHIP
DISCOVER DOLLAR

About us
Discover Dollar’s mission is to help enterprises to create value by harnessing vast amount of unstructured data - in the form of email, chats, PDFs, and contract copies etc., using data-first approach using data science, AI and cutting-edge technologies.

Why Discover Dollar:
1. We are one of the great innovative product companies in the Finance space
2. We have a great work culture and are certified Great Place to Work
3. We have a great career in both Tech & Non Tech domain

Job Description
Transforming natural language data into useful features using NLP techniques to feed classification algorithms.
Using effective text representation techniques and classification algorithms.
Develop and maintain robust data processing pipelines and reproducible modelling pipelines
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
Explore data and communicate insights clearly to non-technical as well as technical audience
Analyze experimental results, iterate and refine models to create significant business impact
Follow strict coding standards and other software engineering best practices and be the proponent of the culture in the organization.

Requirements
Bachelor’s Degree in a Quantitative discipline
Demonstrable project experience in Data Science/Analytics (Github links preferable)
Strong ability to write robust code in Python
Familiarity with machine learning frameworks (like Tensorflow or PyTorch) and libraries (like scikit-learn, StatsModels)
Proficient in evaluation metrics (MAPE, F1, RMSE, Confusion Matrix)
Strong problem-solving skills
Excellent verbal and written communication skills
You take complete ownership of your work and are self-driven.

Good to Have
Deep Learning Frameworks like Tensorflow, PyTorch etc.
Familiarity in working with Azure, AWS, GCP etc.
Experience with NoSQL databases, such as MongoDB, Cassandra
Understanding of NLP techniques for text representation, semantic extraction techniques, data structures and modelling
Deep understanding of text representation techniques (such as n-grams, bag of words, sentiment analysis etc)
Critical thinking skills or problem-solving skills

To note
1. Paid Internship
2. Tenure of internship: 6 months
3. The location of work is in Baiyappanahalli, Bangalore.
4. We are currently working hybrid (2 days work from home and 3 days work from office)

Remote Internship not offered.",Bengaluru,539530.5,/yr (est.),1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.6,4.4,5.0,4.8,4.6
Lilly,Data Scientist - 1st Party Data,4.1,"At Lilly, we unite caring with discovery to make life better for people around the world. We are a global healthcare leader headquartered in Indianapolis, Indiana. Our employees around the world work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism. We give our best effort to our work, and we put people first. We’re looking for people who are determined to make life better for people around the world.
Eli Lilly Services India Pvt Ltd
Business Insights & Analytics – First Party Data: Data Scientist
About the team:
As Eli Lilly strives to achieve its purpose of making life better for patients, we have been building up our in-house ‘Consumer Experience’ function, which will design and execute next-generation digital marketing campaigns aimed at informing and educating consumers (or patients) directly.
To support the Consumer marketing teams in their decision-making, a data and analytics team has been set up in Indianapolis (HQ) and Bengaluru (LCCI). This team uses works closely with business stakeholders to enable them to make more informed, data driven decisions. A key area of expansion for the team in 2024 is to help facilitate the implementation of a CDP (customer data platform). As part of this team, we are excited to offer the role of a data scientist who will be an integral part of the implementation and scaling of this CDP.
Core Responsibilities:
Use Applied statistics, Machine Learning and Deep learning techniques and build models to answer business questions at the intersection of the pharmaceutical and digital marketing spaces to provide value to marketing and media teams.
Use statistical and machine learning techniques to analyze customer data within the CDP.
Implement predictive models to make real-time decisions with the CDP.
Build and maintain deep knowledge of the continuously evolving digital marketing landscape.
Continuous learning and experimenting new with possibilities for consumer marketing analytics.
Collaborate with cross functional teams and external consultants to help review or translate this work to other team members.
Stay current with respect to statistical/mathematical modelling methodology, to maintain proficiency in applying new and varied methods, and to be competent in justifying methods selected.
Required

2-6 years of relevant experience.
Demonstrated in-depth hands-on experience in building models using statistical (Regression, Clustering, Causal Inference, Time series Analysis), ML modelling techniques (Gradient boosting trees, Support Vector Machine, KNN) and Deep Learning (RNNs, LSTM, Transfer learning-based object detection, NLP)
Proven experience working with Customer Data Platforms (CDP) or Data Management Platform (DMP) or CRM tool is preferred.
Strong prior experience in data science projects from start to finish (including ideation, data exploration, modelling for prediction AND inference and results generation)
Highly Proficient in R and Python and Either one of deep learning frameworks Keras/PyTorch
Good to have - Ability to write basic SQL.
Creative problem solving, attention to detail, flexibility and adaptability.
Comfort with ambiguity and a willingness to work with a high degree of autonomy.
Demonstrated ability to meet deadlines while managing multiple large-scale projects in a fast-paced and rapidly changing environment.
Strong interpersonal communication skills (written and verbal)
Preferred Qualifications

Experience working with digital data for Healthcare/Retail/BFSI/Digital native companies
Familiarity with cloud technology and AWS services for analytics
Familiarity with Machine Learning Productionization workflows Docker containers etc
Education:
PhD / Master’s degree in technology, statistics, econometrics, operations research or computer science from top educational institutes (IITs / IISc)
Eli Lilly and Company, Lilly USA, LLC and our wholly owned subsidiaries (collectively “Lilly”) are committed to help individuals with disabilities to participate in the workforce and ensure equal opportunity to compete for jobs. If you require an accommodation to submit a resume for positions at Lilly, please email Lilly Human Resources ( Lilly_Recruiting_Compliance@lists.lilly.com ) for further assistance. Please note This email address is intended for use only to request an accommodation as part of the application process. Any other correspondence will not receive a response.
Lilly does not discriminate on the basis of age, race, color, religion, gender, sexual orientation, gender identity, gender expression, national origin, protected veteran status, disability or any other legally protected status.
#WeAreLilly",Bengaluru,880909.0,/yr (est.),10000+ Employees,1876,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.7,3.9,4.0,3.6,3.9
