company,job_title,company_rating,job_description,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
UST,Lead I - Data Science,4.0,"Role Proficiency:
Provide expertise on data analysis techniques using software tools. Under supervision streamline business processes.

Outcomes:
Design and manage the reporting environment; which include data sources security and metadata.
Provide technical expertise on data storage structures data mining and data cleansing.
Support the data warehouse in identifying and revising reporting requirements.
Support initiatives for data integrity and normalization.
Assess tests and implement new or upgraded software. Assist with strategic decisions on new systems. Generate reports from single or multiple systems.
Troubleshoot the reporting database environment and associated reports.
Identify and recommend new ways to streamline business processes
Illustrate data graphically and translate complex findings into written text.
Locate results to help clients make better decisions. Solicit feedback from clients and build solutions based on feedback.
Train end users on new reports and dashboards.
Set FAST goals and provide feedback on FAST goals of repartees

Measures of Outcomes:
Quality - number of review comments on codes written
Data consistency and data quality.
Number of medium to large custom application data models designed and implemented
Illustrates data graphically; translates complex findings into written text.
Number of results located to help clients make informed decisions.
Number of business processes changed due to vital analysis.
Number of Business Intelligent Dashboards developed
Number of productivity standards defined for project
Number of mandatory trainings completed

Outputs Expected:
Determine Specific Data needs:
Work with departmental managers to outline the specific data needs for each business method analysis project

Critical business insights:
Mines the business’s database in search of critical business insights; communicates findings to relevant departments.

Code:
Creates efficient and reusable SQL code meant for the improvement
manipulation
and analysis of data.
Creates efficient and reusable code. Follows coding best practices.

Create/Validate Data Models:
Builds statistical models; diagnoses
validates
and improves the performance of these models over time.

Predictive analytics:
Seeks to determine likely outcomes by detecting tendencies in descriptive and diagnostic analysis

Prescriptive analytics:
Attempts to identify what business action to take

Code Versioning:
Organize and manage the changes and revisions to code. Use a version control tool for example git
bitbucket. etc.

Create Reports:
Create reports depicting the trends and behaviours from analyzed data

Document:
Create documentation for worked performed. Additionally
perform peer reviews of documentation of others' work

Manage knowledge:
Consume and contribute to project related documents
share point
libraries and client universities

Status Reporting:
Report status of tasks assigned
Comply with project related reporting standards and processes

Skill Examples:
Analytical Skills: Ability to work with large amounts of data: facts figures and number crunching.
Communication Skills: Communicate effectively with a diverse population at various organization levels with the right level of detail.
Critical Thinking: Data Analysts must review numbers trends and data to come up with original conclusions based on the findings.
Presentation Skills - facilitates reports and oral presentations to senior colleagues
Strong meeting facilitation skills as well as presentation skills.
Attention to Detail: Vigilant in the analysis to determine accurate conclusions.
Mathematical Skills to estimate numerical data.
Work in a team environment
Proactively ask for and offer help

Knowledge Examples:
Database languages such as SQL
Programming language such as R or Python
Analytical tools and languages such as SAS & Mahout.
Proficiency in MATLAB.
Data visualization software such as Tableau or Qlik.
Proficient in mathematics and calculations.
Efficiently with spreadsheet tools such as Microsoft Excel or Google Sheets
DBMS
Operating Systems and software platforms
Knowledge regarding customer domain and sub domain where problem is solved

Additional Comments:
• Experience in python, specifically in the area of data engineering in a commercial setting (e.g. hands on coding experience) (pandas (or dask, vaex etc), Airflow) • Good understanding of ETL/ELT patterns, idempotency and other data engineering best practices. • Extensive Experience with data modelling (3rd normal form, star schemas, wide/tall projections) • Experience of dealing with Metadata and best practices for cataloguing datasets in Snowflake/other Warehouses • Excellent SQL knowledge, including an understanding of how to write optimised SQL code, good general knowledge of different SQL engines, and what considerations they bring when optimising. • Experience with integrating DataWarehouse/Data pipelines with Data Governance tools like Collibra • Familiar with the concept of data virtualisation. • Practical understanding of how to profile SQL, and manage performance trade-offs. • Good knowledge of agile methodology, and capable of following the framework, contributing to team success through participation in ceremonies and occasionally assisting with scrum-master duties, owning of retro actions and maintaining scrum artefacts. • Knowledgeable about how to build data pipelines that robustly handle different possible modes of failure and maintain Metadata. • Good knowledge of source control (GitHub especially) and working on a shared code-base. • Experience working with business stakeholders in understanding requirements and translating these to technical requirements, implementing them, and then closing the loop with the stakeholders. • Working knowledge of enterprise access control RBAC style security as applied to data sets.",Cochin,539530.5,/yr (est.),10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.0,3.7,4.0
Helius Technologies,Data Analyst (KYC),4.2,"This position is responsible to collects, analyzes, and interprets of data in accordance to the KYC Policies & Procedures, Regulatory and Company Best Practice in order to provide insights or findings to management and other stakeholders, developing and implementing data analysis tools and techniques to improve KYC processes, and to drive the implementation of local and direct projects/ initiatives of delivering a quality output to support the business objective.

Area of Responsibilities

Know Your Customer Verification
Developing and implementing data analysis tools and techniques for Transaction Monitoring.
Analyzing transactional data to detect any suspicious activity or patterns that may indicate money laundering or other financial crimes and recommend appropriate treatments.
Preparing reports and presenting findings to management and other stakeholders.
Collaborating with compliance officers and other stakeholders to ensure compliant with all relevant regulations.
Contribute to the development of re-engineering methods to improve processes, reduce risks, increase controls and/or increase efficiency.""

Team Performance
Developing and implementing data analysis tools and techniques for Team's Performance Monitoring.
Creating visualizations and reports to effectively communicate data insights to Ops Supervisors and management.
Developing and implementing data analysis tools and techniques to improve KYC processes

KYC Reporting
Provide robust analysis and insight by identifying issue and trends in order to present monthly reports.
Analyzing data to identify potential issue and trends that could impact the KYC operations.
Communicate KYC analysis findings and work with management to come up with recommendations to inform decision making.
Create reports and presentations that summarize KYC findings and recommendations.
Collaborate with management and other departments or teams to ensure consistency and alignment of KYC Verification practices.""

Project Contribution
Delivers delegated tasks and contributes in accomplishing team projects/ initiatives assigned by the KYC Supervisor in order to improve KYC systems and processes.

Development
Participate in required compliance trainings in order to satisfy regulatory and business partner's requirements.
Behavioral and pattern Analytics
Conduct research to stay informed on industry trends and emerging risks that could impact the organization.
To promote risk awareness culture within the Company.""

Job Requirements
University degree preferably in Business Management, Mathematics, Finance, Statistics, Engineering or Sciences.
Related certificate (AML Certificate) is a plus.
Minimum 3 years of experience in Data Analytics, Extracting Data, Filtering data, Statistical Data analyzation, Data Visualization.
Tools: Microsoft Excel, Google Analytics, Tableau, Power BI, Python, Jupyter, Apache Spark""
Working with large amounts of transactional data to identify trends and patterns in order to detect any suspicious activity that may indicate money laundering or other financial crimes, as well as analyzing operational data to assess the overall team's performance.
Best Practices Data Analytics
Deep understanding of data modeling techniques",India,539530.5,/yr (est.),501 to 1000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.0,4.0,4.3,4.1,4.3
Boston Consulting Group,Data Analyst - X Delivery,4.0,"Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantage, and drive positive societal impact.

Our diverse, global teams bring deep industry and functional expertise and a range of perspectives that question the status quo and spark change. BCG delivers solutions through leading-edge management consulting, technology and design, and corporate and digital ventures. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, fueled by the goal of helping our clients thrive and enabling them to make the world a better place.

BCG X

BCG X is the tech build & design unit of BCG. Turbocharging BCG's deep industry and functional expertise, BCG X brings together advanced tech knowledge and ambitious entrepreneurship to help organizations enable innovation at scale. With nearly 3,000 technologists, scientists, programmers, engineers, and human-centered designers located across 80+ cities, BCG X builds and designs platforms and software to address the world's most important challenges and opportunities. Teaming across our practices, and in close collaboration with our clients, our end-to-end global team unlocks new possibilities. Together we're creating the bold and disruptive products, services, and businesses of tomorrow.

Practice Area Profile

What You'll Do

WHAT YOU'LL DO

As a data analyst of the BCGX Delivery A&A team, you will work closely with the consulting teams on a diverse range of advanced analytics topics. You will have the opportunity to leverage analytical methodologies to deliver value to the stakeholders by providing analytical and technical subject matter expertise and accelerated execution support.
You will collaborate with various teams to gather requirements, specify, design, develop, deliver, and support analytic solutions serving the client’s needs. You will provide technical support through a deeper understanding of relevant data analytics solutions and processes to build high-quality and efficient analytics solutions.

YOU'RE GOOD AT

Delivering analysis and insights to case teams, typically owning all or part of an analytics module whilst integrating with a case team.
Establishing credibility by thought partnering with case teams on analytics topics; and drawing conclusions on a range of external and internal issues related to your module.
Communicating analytical insights through sophisticated synthesis and packaging of results (including PPT slides and charts) with consultants, collecting, synthesizing, and analyzing case team learning & inputs into new best practices and methodologies.
Strong hands-on experience in at least one analytics topic or platform.
Executing analytical approach and creating defined outcomes; contributing to approach selection.
Communicating with confidence and ease
o You will be a clear and confident communicator, able to deliver messages in a concise manner with strong and effective written and verbal communication
Thinking Analytically
o You should be strong in analytical solutions with hands-on experience in advanced analytics delivery, through the entire life cycle of analytics.
Strong analytics skills with the ability to develop and codify knowledge and provide analytical advice where required.
Technical Skills

Strong proficiency in:
Advanced Excel and VBA
Power BI
Power Platform (Power Apps, Power Automate)
UI Path (RPA)
Tableau
Alteryx
SQL
Python (ETL Pipeline & EDA)

KEY COMPETENCIES

Solid analytical and problem-solving skills.
Strong work ethic and service-oriented mentality.
Proactive with a strong inclination towards analytics and consulting.
Ability to develop and codify knowledge.
Effective written and verbal communication
Strong interpersonal skills, credibility
Collaborative, team player
Ability to work in a fast-paced, intellectually intense, service-oriented environment.
Ability to work under tight deadlines, which often requires working long hours.

WORK ENVIRONMENT

Fast-paced, intellectually intense, service-oriented environment
Position is in Gurugram/Bengaluru, in the Advanced Capabilities Center.
Work-related travel would be required.#LI-ND1 #BCGXjob

What You'll Bring (Experience & Qualifications)

YOU BRING (EXPERIENCE AND QUALIFICATIONS)

Bachelor's / master’s degree (Computer Science, Data Science)
Proven experience as a Data Analyst with a focus on the specified tools and technologies.
At least 2-4 years of relevant work experience providing analytics solutions in a commercial setting.
Analytical reasoning and complex problem-solving involving mathematical programming and data problems.
Ability to understand the requirements and proactively propose analytical solutions.
Strong attention to detail and accuracy in work.
Effective communication skills to convey complex data insights to various stakeholders.
Ability to work independently and collaboratively in a fast-paced environment.
Continuous learning mindset to stay updated on emerging tools and technologies in the data analytics field.
Consulting experience will be considered a plus.

You will report to a Data & Analytics Senior Manager - X Delivery and you will work with various teams on client projects.",Delhi,539530.5,/yr (est.),10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$5 to $10 billion (USD),3.9,4.0,3.8,3.5,3.1
SAP,Data Scientist for 3rd Party Data Management,4.4,"We help the world run better
Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from.Apply now!

WHAT YOU'LL DO:

We are looking for an IT Technology Consultant (f/m/d) to strengthen our global engineering team dedicated to ingesting, processing and distributing external data at SAP, you will be in charge of delivering against a portfolio of data engineering/software engineer related topics such as:
Building data pipelines to ingest data coming from more than 20 different data sources
Improving internal processing engines of data (cleaning-up, normalization, quality control, matching, merging) with a strong performance component
Building and managing data related simple full stack apps
Building and managing data related analytical dashboards
Delivering on requirements coming from a large spectrum of requirements: from data management expert to marketing & sales operatives on the ground
Comply with our corporate and unit strategies when it comes to technical decisions

WHAT YOU BRING:

As data/software engineer, you will be expected to solve technical challenges & innovate in a highly complex enterprise environment. To do so, you will be expected to posess a certain skillset, including:
Programming experience with SQL is mandatory
Programming experience in at least one of the following languages: python, java, scala, spark (pyspark), javascript
Experience dealing with REST APIs, SFTP Servers, SDKs
Basic understanding of CI/CD concepts
Experience with Databricks is a big plus
Experience with SAP technological platform is a big plus: SAP Hana, SAP BTP, Cloud Foundry, SAP Datasphere
Understanding of Data lakes/lakehouses concepts is a plus
Knowledge of SAFe or other agile methodologies is a plus

MEET YOUR TEAM:

Enterprise Data Technology (EDT) is part of the IES (IT) organization and responsible for providing consultancy & technology expertise in data management, delivering impactful data projects to the entire SAP organization

We build breakthroughs together
SAP innovations help more than 400,000 customers worldwide work together more efficiently and use business insight more effectively. Originally known for leadership in enterprise resource planning (ERP) software, SAP has evolved to become a market leader in end-to-end business application software and related services for database, analytics, intelligent technologies, and experience management. As a cloud company with 200 million users and more than 100,000 employees worldwide, we are purpose-driven and future-focused, with a highly collaborative team ethic and commitment to personal development. Whether connecting global industries, people, or platforms, we help ensure every challenge gets the solution it deserves. At SAP, we build breakthroughs, together.
We win with inclusion
SAP’s culture of inclusion, focus on health and well-being, and flexible working models help ensure that everyone – regardless of background – feels included and can run at their best. At SAP, we believe we are made stronger by the unique capabilities and qualities that each person brings to our company, and we invest in our employees to inspire confidence and help everyone realize their full potential. We ultimately believe in unleashing all talent and creating a better and more equitable world.
SAP is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to the values of Equal Employment Opportunity and provide accessibility accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with SAP and are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team: Careers@sap.com
For SAP employees: Only permanent roles are eligible for the SAP Employee Referral Program, according to the eligibility rules set in the SAP Referral Policy. Specific conditions may apply for roles in Vocational Training.
EOE AA M/F/Vet/Disability:
Qualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, ethnicity, age, gender (including pregnancy, childbirth, et al), sexual orientation, gender identity or expression, protected veteran status, or disability.
Successful candidates might be required to undergo a background verification with an external vendor.
Requisition ID: 366889 | Work Area: Information Technology | Expected Travel: 0 - 10% | Career Status: Professional | Employment Type: Regular Full Time | Additional Locations: #LI-Hybrid.",Bengaluru,734492.0,/yr (est.),10000+ Employees,1972,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),4.1,4.0,4.4,3.9,4.3
Scaler Academy,Assistant Manager :: Data Analyst,4.0,"Sales

Job Title: Assistant Manager - Data Analytics
Scaler Academy
Job Description:
As a Data Analyst, your primary responsibility is to gather, process, analyze, and interpret data to provide valuable insights and support data-driven decision-making within the organization. You will work closely with various stakeholders, such as business managers, data engineers, and data scientists, to understand business requirements and deliver actionable recommendations. Your role is crucial in transforming raw data into meaningful information that can guide strategic planning and operational improvements.
Key Responsibilities:
Data Gathering and Cleaning: Collect data from various sources, including databases, spreadsheets, APIs, and other data repositories. Clean, validate, and preprocess the data to ensure accuracy and consistency.
Data Analysis: Utilize statistical techniques and data analysis tools to extract relevant information and patterns from datasets. Identify trends, correlations, and anomalies to provide insights into business performance and operations.
Data Visualization: Create clear and concise data visualizations, such as charts, graphs, and dashboards, to effectively communicate complex findings to non-technical stakeholders. Visualizations should be engaging, easy to understand, and actionable.
Reporting: Develop regular and ad-hoc reports to support decision-making processes across different departments. Ensure that reports are delivered on time and provide valuable insights to relevant teams.
Business Intelligence: Work closely with business managers to understand their analytical needs and assist in creating customized reports and data-driven solutions that address specific business challenges.
Predictive Analytics: Required to build and validate predictive models that can forecast trends, identify opportunities, and predict potential risks for the organization. 7. Data Quality Assurance: Implement data quality checks and measures to ensure data accuracy, integrity, and consistency. Address any data-related issues promptly and maintain data governance standards.
Process Improvement: Continuously assess and optimize data processes to enhance data collection, analysis, and reporting efficiency. Propose and implement innovative solutions to improve data-related workflows.
Stay Updated: Keep up-to-date with industry trends, best practices, and emerging technologies in data analysis, data visualization, and business intelligence.
Required Skills and Qualifications:
Bachelor's degree in a relevant field such as Data Science, Computer Science, Statistics, Mathematics, or a related discipline.
Strong analytical and problem-solving skills with the ability to handle complex data sets. 3. Proficiency in data manipulation tools such as SQL, Python.
Experience with data visualization tools like Power BI, Excel.
Understanding of statistical methods and techniques for data analysis. 6. Excellent communication skills, both verbal and written, with the ability to present findings to diverse audiences.
Attention to detail and a commitment to data accuracy and quality.
Ability to work independently and collaboratively in a team-oriented environment.
As a Data Analyst, you will play a crucial role in empowering data-driven decision-making within the organization and contribute significantly to its overall success. Your work will directly impact various aspects of the business, making this role dynamic and rewarding for individuals with a passion for data analysis and problem-solving.
Job Overview
Location: Bengaluru
Job Type: Full time
Work: Office",Bengaluru,262907.0,/yr (est.),51 to 200 Employees,2019,Company - Private,Education Support & Training Services,Education,Unknown / Non-Applicable,3.9,4.3,3.8,3.5,3.6
BlackRock,"Analyst/Associate, Data Engineering- Gen AI",4.0,"Description
About this role
Business Overview:
Data Strategy & Solutions team is a Global Research & Data team within BlackRock Portfolio Management Group (PMG) focused on developing AI powered products and generating actionable insights using alternative, primary and big data. We are seeking an experienced Data Scientist, with experience in Large Language Models, Natural Language Processing, (NLP), and Transformer Models, to spearhead the build-out of AI powered capabilities within Investment Research, Product Strategy, and Process Optimization.
There are four groups within Data Strategy & Solutions – Investment AI, Insights & Data Products, Solutions, and Platform. All these groups work towards various aspects of Alpha Generation using Alternative data for a host of portfolio management functions.
As a member of Investment AI, you will be working with Investment Researchers, and Portfolio Managers to build capabilities that enable alpha generation and streamlining research processes using Generative AI and Natural Language understanding techniques.
Job Purpose/Background:
Data Strategy & Solutions is looking for a dynamic individual to join their Investment AI team. The primary job responsibilities include research and development of language models including large language models to capture and extract unstructured data from varied sources & reports and build out of quantitative/ML based components for generating alpha.
As a Data Engineer in the Investment AI team you will: –
Work alongside Data Scientists, Investors, and other Data Engineers in partner teams to design and build scalable, automated platforms for rapid experimentation and build-out of Generative AI applications.
Scope out and productionize infrastructure and tooling to support scalable cloud-based applications
Specific Responsibilities:
Ensuring the required data is available for product development, testing, rapid experimentation
Experience in integrating data from varied sources both on-prem and cloud
Understanding of on-prem data landscape as well as external unstructured data
Develop, deploy, and maintain optimized and automated data pipelines at scale
Working as part of a multi-disciplinary squad to establish our next generation of data pipelines and tools for large structured and unstructured data
Be involved from inception of projects, understanding requirements, designing & developing solutions, and incorporating them into the designs of our platforms
Mentor team members on technology and best practices
Build and maintain strong relationships between Investments and Platform teams
Contribute to the open source community and be a student of technology, data & cloud concepts
Assist in troubleshooting issues, support the operation of production software
Write comprehensive technical documentation, design plans, and user flows to support PoC, MVPs, and Products
Communicate with partner teams and stakeholders on project progress and potential bottlenecks
Desirable Skills
Passion for engineering data centric performant systems
Experience with Cloud Native platforms
Experience working in a multi-disciplinary environment
Working knowledge of building and deploying distributed systems and scaling algorithms for ETL on structured and unstructured data
Experience with building data pipelines in Python
Good understanding/experience with languages such as Python/Go/Scala
Experience in building resilient data pipelines on large amounts of unstructured data.
Experience in messaging and streaming platforms such as NATS or Kafka is a plus
Experience in networking, coordination and service discovery
Curiosity to design, evaluate and implement data architecture for AI applications
2+ years of hands-on experience in Data Engineering or related Engineering practices.
Our benefits
To help you stay energized, engaged and inspired, we offer a wide range of benefits including a strong retirement plan, tuition reimbursement, comprehensive healthcare, support for working parents and Flexible Time Off (FTO) so you can relax, recharge and be there for the people you care about.
Our hybrid work model
BlackRock’s hybrid work model is designed to enable a culture of collaboration and apprenticeship that enriches the experience of our employees, while supporting flexibility for all. Employees are currently required to work at least 4 days in the office per week, with the flexibility to work from home 1 day a week. Some business groups may require more time in the office due to their roles and responsibilities. We remain focused on increasing the impactful moments that arise when we work together in person – aligned with our commitment to performance and innovation. As a new joiner, you can count on this hybrid model to accelerate your learning and onboarding experience here at BlackRock.
About BlackRock
At BlackRock, we are all connected by one mission: to help more and more people experience financial well-being. Our clients, and the people they serve, are saving for retirement, paying for their children’s educations, buying homes and starting businesses. Their investments also help to strengthen the global economy: support businesses small and large; finance infrastructure projects that connect and power cities; and facilitate innovations that drive progress.
This mission would not be possible without our smartest investment – the one we make in our employees. It’s why we’re dedicated to creating an environment where our colleagues feel welcomed, valued and supported with networks, benefits and development opportunities to help them thrive.",Gurgaon,539530.5,/yr (est.),10000+ Employees,1988,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD),3.9,3.7,3.9,3.6,3.6
Informatica,Member Data Science,3.9,"Build Your Career at Informatica
We're looking for a diverse group of collaborators who believe data has the power to improve society. Adventurous, work-from-anywhere minds who value solving some of the world's most challenging problems. Here, employees are encouraged to push their boldest ideas forward, united by a passion to create a world where data improves the quality of life for people and businesses everywhere.
We are looking for data scientists with a record of applying data science at an industrial scale. You will be part of the fast-paced data science team. You will interact with Customer Support Teams, Maintenance renewal team, Automation team to understand their problems, gather relevant data, build models by applying advanced analytics and generate insights to solve the identified problems. Candidate should enjoy playing with machine learning and finding patterns in big data using today's state-of-the-art technologies like Gen-AI and Large language models.
Who will fit in the team:
Enjoy playing with machine learning, Natural Language Processing, Data Science Tools and finding patterns in our customer data leveraging Generative AI and Large language models.
Key Responsibilities
The role would encompass building analytics, recommendation, framework and identifying key analytics projects for Global Customer Support, focused on Customer analytics. Responsibility cut across teams.
You will work on data modeling and identifying patterns in Global Customer Support data.
Generate Models for classifications for Customer Success initiatives using Generative AI and Large Language Models.
Generate taxonomy from customer case data using Natural Language Processor.
Build Natural Language processing platform, Data Lake for Customer data
Derive insights from Structured, semi-structured and Unstructured data – Supervised and Unsupervised.
Specify manipulative or computational methods to be applied to models.
Perform validation and testing of models to ensure adequacy and reformulate models.
Communicate results to key stakeholders to support informed decisions by providing in-depth recommendations
Observe the current system in operation and gather and analyse information about each of the parts of component problems, using a variety of sources.
Desired Skills
Knowledge of machine learning techniques like Bayesian, Decision Trees, Neural Networks, Generative AI, Large Language Models etc.
Knowledge in fine-tuning Open source language models using techniques like PEFT.
Knowledge of advanced statistical methods including multi-variate statistical methods, discrete choice modelling, etc.
Experience on current industry problems in NLP like Question answering, Sequence modelling, Log events parsing etc.
Hands-on experience in building and deploying models in Production
Working knowledge on tensorflow/pytorch and other Deep Learning frameworks.
Exposure on Training models on GPU servers and on the cloud.
Understand/Implementation experience of the state-of-the-art Neural Network architectures like LSTM, LSTM with Attention etc.
Optimization solutions like constraint-based optimization, game theory, etc. is a bonus
Working proficiency in Python and SQL
Working proficiency in at least one data mining tool (SAS, SPSS, R, RapidMiner, etc.)
Prior experience with Big Data platforms/tools (Hadoop, MongoDB, Cassandra, etc.) and exposure to Customer Support domain will be added advantages
Required Qualification
3-5 years of demonstrated ability for industrial scale modelling using advanced analytics
Bachelor's degree in Computer Science or
Master's degree in Mathematics or Statistics
Perks & Benefits
Comprehensive health, vision, and wellness benefits (Paid parental leave, adoption benefits, life insurance, disability insurance and 401k plan or international pension/retirement plans
Flexible time-off policy and hybrid working practices
Tuition reimbursement program to support your and personal growth
Equity opportunities and an employee stock purchase program (ESPP)
Comprehensive Mental Health and Employee Assistance Program (EAP) benefit
We're guided by our DATA values and we are passionate about building and delivering solutions that accelerate data innovations. At Informatica, we know diversity drives innovation. We are proud to be an Equal Opportunity Employer dedicated to maintaining a work environment free from discrimination, one where all employees are treated with dignity.
Informatica (NYSE: INFA), an Enterprise Cloud Data Management leader, brings data and AI to life by empowering businesses to realize the transformative power of their most critical assets. We pioneered the Informatica Intelligent Data Management Cloud™ that manages data across any multi-cloud, hybrid system, democratizing data to advance business strategies. Customers in over 100 countries and 85 of the Fortune 100 rely on Informatica. www.informatica.com. Connect with LinkedIn, Twitter, and Facebook. Informatica. Where data and AI come to life.",Bengaluru,539530.5,/yr (est.),5001 to 10000 Employees,1993,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),3.7,3.9,4.0,3.5,3.9
Creditas Solutions,Data Analyst,3.5,"About the Company
Creditas is an innovative FinTech Organisation that uses Machine learning and Technology to serve a
simple mission- help Financial Institutions find better ways to reach and interact with their
customers. Over 4 years, we’ve grown to become a leading provider of Customer Engagement
Solutions to the top Financial Institutions in India.
Job Title
Data Analyst
Job Description
Our growing technology firm is looking for an experienced Data Analyst who is able to turn project
requirements into custom-formatted data reports. The ideal candidate for this position is able to do
complete life cycle data generation and outline critical information for each Project Manager. We
also need someone who is able to analyze business procedures and recommend specific types of
data that can be used to improve upon them.
Key Roles & Responsibilities 
Use statistical methods to analyze data and generate useful business reports 
Work with management team to create a prioritized list of needs for each business segment 
Identify and recommend new ways to save money by streamlining business processes 
Use data to create models that depict trends in the customer base and the consumer
population as a whole 
Work with Project managers to outline the specific data needs for each business method
analysis project
Requirements 
Bachelor’s Degree in Mathematics or Engineering 
1+ years in a data analyst role 
Knowledge of data analytics tools such as Power BI, R-Programming, Knime. 
Ability to collaborate effectively and work as part of a team 
Strong attention to detail",Gurgaon,747390.0,/yr (est.),51 to 200 Employees,2015,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,3.8,3.5,3.4,3.6,3.4
AgilizTech Software Services,Data Analyst,4.0,"EXPERIENCE : 2+ Years
REQUIREMENTS
Adept at queries, report writing and presentation findings.
Strong analytical and problem-solving skills.
Strong in writing Complex SQL queries.
Strong in Python or any other scripting language.
Knowledge of statistical tools like R.
Experience with BI tools like Tableau.
Prior experience on Linux family OS.
Some prior programming experience preferred.
Good written and oral communication skills.",Bengaluru,526498.0,/yr (est.),1 to 50 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.0,3.5,4.2,4.1,3.9
ADCI - Haryana - D50,"Data Associate I (German), ML Data Ops",3.7,"Graduate or equivalent
Proficient in German language. Candidate must demonstrate language proficiency in all the following: verbal, writing, reading and comprehension. Required language level: B2.2/BA/Advanced Diploma
Good English language proficiency: verbal, writing, reading and comprehension
Strong analytical and communication skills
Passion for delivering a positive customer experience, and maintain composure in difficult situations
Ability to effectively and efficiently complete challenging goals or assignments within defined SLA
Whenever a customer visits Amazon and types in a query or browses through product categories, Amazon Search services go to work. Our Human Labeled Data (HLD) organization helps Search services in providing a better customer search experience by delivering quality data annotation to help improve AI/ML models driving these services.

Our vision is to create business value by delivering high quality data at scale. We look to provide easy and scalable labeling solution to support search that are high quality, cost efficient, and secure. Our vision is to enable improvement in the search experience for our customers, by accurately determining labels for products targeted by the search queries received. We collaborate closely with several machine learning (ML) applied science teams that develop and test ML models to improve the quality of semantic matching, ranking, computer vision, image processing, and augmented reality.

We are looking for highly motivated and talented candidates who will provide and/or review high quality data annotation for variety of workflows. The ideal candidate must demonstrate strong analytical & communication skills, attention to details, and a commitment to excellence.

Key job responsibilities
As a Data Associate I, ML, you will be responsible for providing timely and quality data annotation for a variety of workflows. The tasks therefore will be repetitive in nature and will require the candidate to make quick decisions keeping in mind the provided guidelines. Your key responsibilities will include (but not limited to) the below:
Meets business metrics and goals, i.e., SLA, production, and quality targets
Works with minimal direction
Maintains records of day- to-day work by updating trackers or workflow tools as necessary
Follows SOP/guidelines or manager's instructions and ensures output is quality compliant
Contributes to project improvement and operational excellence ideas, as applicable
Responsible for giving timely responses to stakeholders on related tasks with guidance, i.e., as per SOP and defined SLA
Proactively raises issues /alarms that may have an impact on core deliverables or operations to manager or stakeholders
Analyzes data and evaluate trends/ patterns and recommend generic pattern to be translated into rules
Willingness to work with sensitive issues, including but not limited to: Adult content, Religious and philosophically sensitive issues, tobacco, weapons and other potentially offensive products
Troubleshooting issues related to process and conduct root cause analysis if required
Familiarity with online retail (e-commerce)
We are open to hiring candidates to work out of one of the following locations:

Gurugram, HR, IND

Basic level of Excel knowledge
Familiarity with online retail (e-commerce industry)",Gurgaon,314223.0,/yr (est.),10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.7,3.8,3.6,3.3,3.2
